cd_cliente,nr_cpf_cnpj,nm_cliente,dt_nascimento,cd_segmento,cd_agencia,vl_renda_mensal,fl_ativo,dt_cadastro
8C23AC70-D20,50684231735,Clarice Brito,1985-07-23,PRIVATE,4836,35194.63,True,2022-11-22
FE3BC573-E74,71632495007,Joaquim Lima,1958-07-16,VAREJO,4496,38929.33,True,2021-08-28
54501F75-460,02564397107,Renan da Rosa,1970-04-17,PJ_MEDIO,8291,2229.03,False,2024-02-29
1B83739B-35A,93506827103,Sr. Enzo Mendes,1960-10-26,PJ_PEQUENO,3165,38999.47,True,2019-04-19
1AFF18D3-A32,57014638262,Dra. Alice da Mata,1958-01-06,VAREJO,2690,26098.09,False,2016-07-15
58B2D16C-0F2,90182643506,Evelyn Mendonça,1984-05-03,PRIME,3340,6870.31,True,2021-11-04
56578C7E-3E7,87120546317,Levi Macedo,1964-09-21,PJ_PEQUENO,6753,58210.91,True,2019-08-14
D6CF18D8-C3A,13659402842,Levi da Mata,1989-09-09,PRIME,2420,,True,2023-06-10
911EDD34-DA6,76803519295,Vitória Lopes,1961-01-18,PJ_MEDIO,7291,29095.55,False,2018-07-12
8CE00274-965,50832419605,Dra. Stephany da Costa,1962-07-18,PRIME,5537,52102.71,True,2021-03-16
