cd_cliente,nr_cpf_cnpj,nm_cliente,dt_nascimento,cd_segmento,cd_agencia,vl_renda_mensal,fl_ativo,dt_cadastro,cd_gestor_relacionamento
0107AE02-450,61238704913,Sara Borges,1993-06-11,PRIME,AGENC-???,17133.1,False,2021-07-11,2EEFC0F0
EA3A94CE-3A7,30214896722,Stella Cirino,1971-03-05,PRIVATE,1617,8251.8,False,2017-05-10,
E0346F7D-321,25709364800,Maria Alice Jesus,1985-05-24,PRIVATE,AGENC-???,27031.81,False,2016-03-16,
8C0DBA81-09A,82510974602,Breno Fonseca,1979-04-26,PRIVATE,4314,,True,2019-02-08,
3B631B68-042,84379560139,João Guilherme Abreu,1969-03-29,PJ_PEQUENO,8796,58635.57,True,2017-09-02,
661B3DD1-56E,59412760876,Francisco Borges,1988-03-29,PJ_PEQUENO,6198,5094.69,False,2016-09-05,8AA660A8
86669F50-F78,54813769209,Sra. Olivia Rezende,1959-10-16,PRIVATE,2427,,False,2016-12-27,B06C8AA7
D96E502C-96E,30517648920,Sr. Gustavo Henrique da Cruz,1990-12-19,PJ_PEQUENO,9670,75916.05,True,2022-10-22,01406DC2
B8E731A6-FA3,03917645270,Maria Eduarda Dias,1996-12-26,PJ_PEQUENO,1985,48998.13,True,2023-07-01,
70FAF110-401,18943052723,Maria Porto,1992-11-19,VAREJO,5451,29837.45,True,2020-10-07,A000875D
1E221E6B-295,81490532714,Vitória Marques,1997-04-05,PJ_MEDIO,6706,33072.2,True,2018-09-17,
7AC1E55C-105,04397851620,Ágatha Albuquerque,2000-01-04,PJ_PEQUENO,7817,6081.98,False,2023-09-01,17625159
80604EF9-410,80925746347,Breno Melo,1995-06-09,PJ_PEQUENO,8369,43804.82,False,2018-05-08,777A3718
CF188CDE-1BE,07536429800,Milena Sampaio,1965-01-13,PRIME,9072,56928.98,False,2023-04-23,
A6FF8450-CCF,62091384704,Cecilia Carvalho,1975-02-01,PJ_MEDIO,6562,59031.69,False,2019-01-29,65256365
A33F2332-55E,79321406506,Pedro Lucas Ferreira,1978-06-21,PJ_MEDIO,5719,15455.35,True,2018-06-01,
82C3ACE2-645,36901258712,Apollo Andrade,1960-08-24,VAREJO,8014,78852.81,True,2016-07-11,D360C9DE
FDE1F175-647,01896257321,Rhavi da Costa,1950-07-25,VAREJO,1702,13741.54,False,2019-03-06,
08E6CF7F-C32,47239086178,Bento Jesus,1970-08-06,PJ_MEDIO,4802,7210.73,True,2016-06-21,DFBFFB4B
D655F517-8D3,49083761584,Luiz Gustavo Ribeiro,1960-05-20,PRIVATE,6199,6935.54,True,2018-08-20,192763E7
B05F0B09-218,23810459615,Luiza Azevedo,1980-06-30,PJ_PEQUENO,1553,42460.27,False,2021-03-25,E7192E06
0324B275-D9A,79481523691,Gabrielly Leão,1966-05-05,VAREJO,5651,,False,2019-04-30,E0DA0E1E
B068409A-84E,58329064115,Sr. Pedro Aragão,1994-01-06,PRIME,9185,77102.98,True,2019-09-29,
D18F5225-201,09216438703,Clarice Ribeiro,1990-04-13,PJ_PEQUENO,5795,51986.93,True,2023-05-18,
C88E3586-E2F,42536180905,Sr. Luan Freitas,1950-07-28,PRIME,7001,,True,2019-02-19,DA2CDEF4
DA08E0C0-BF4,28617394013,Guilherme Pinto,1975-10-31,PRIME,2140,42777.47,True,2022-12-08,
BAB3723E-2CC,71064293840,João Melo,1998-09-30,VAREJO,3190,16448.26,True,2016-06-01,
323A70E8-338,05324197661,Antônio Viana,1967-12-17,PJ_MEDIO,3346,70475.13,True,2022-01-11,
C4A7D330-41F,81207395404,Sabrina da Mota,1977-05-08,PJ_MEDIO,2517,6130.28,True,2016-01-04,E9CF1FB2
EA9BFF77-087,91847063500,João Vitor Cavalcanti,1996-08-12,PRIME,7805,22097.64,True,2017-04-15,883B4B5F
6E666FF2-233,40923167803,Laura Dias,1999-08-04,PJ_PEQUENO,6652,,True,2023-08-08,
C114BDE8-C44,03195826712,Sr. Dante Abreu,1992-04-25,PJ_PEQUENO,9498,56934.09,False,2016-12-25,9FB712EF
C35E30C6-DA2,16580742976,Sr. Dom Gomes,1966-03-18,PRIVATE,8865,37944.52,False,2023-05-18,
7BD46AE5-E87,78340615262,Maya Pastor,1982-08-01,PJ_MEDIO,5352,39480.92,False,2016-09-25,
14679473-AD7,38126574909,Brayan Freitas,1952-12-07,PRIVATE,3333,50061.0,False,2019-04-16,
AE382915-D6B,30247819514,Marina Martins,1999-09-07,PRIME,2675,32310.9,True,2023-01-21,296B1A79
02DBF1CF-E2B,47593081214,Stephany Gomes,1989-06-07,VAREJO,8680,15280.6,False,2022-09-16,
40446A9E-97A,63184529746,Igor Barbosa,1969-04-18,PRIME,8256,63296.11,True,2021-05-01,
4F6A2E29-302,97380652400,Alexia Cassiano,1966-09-13,VAREJO,6338,15770.46,True,2021-06-19,
