cd_cliente,nr_cpf_cnpj,nm_cliente,dt_nascimento,cd_segmento,cd_agencia,vl_renda_mensal,fl_ativo,dt_cadastro
64B26133-C2E,08351967475,Yuri Pastor,1961-11-01,PRIVATE,3604,70142.23,False,2016-01-18
AE8EB9E7-9E5,76530248900,Sra. Laís Cunha,1982-05-03,PRIVATE,2350,30689.74,True,2015-08-01
A138AA05-A7D,81903652740,Léo Ramos,1985-07-23,PRIVATE,4836,35194.63,True,2022-11-22
48158FEE-384,37091645243,Benício Viana,1958-07-16,VAREJO,4496,38929.33,True,2021-08-28
275501F9-B2C,96408715249,Lívia Azevedo,1970-04-17,PJ_MEDIO,8291,2229.03,False,2024-02-29
A2316E6C-3E1,50176423907,Henrique Oliveira,1960-10-26,PJ_PEQUENO,3165,38999.47,True,2019-04-19
C9B95D0E-E3D,54830926783,Lívia Barros,1958-01-06,VAREJO,2690,26098.09,False,2016-07-15
2ACF588B-BD4,45831972097,Gael Duarte,1984-05-03,PRIME,3340,6870.31,True,2021-11-04
2773584A-0F0,28531079497,Sr. André da Rosa,1964-09-21,PJ_PEQUENO,6753,58210.91,True,2019-08-14
5EB43702-14B,47182350653,Guilherme Cirino,1989-09-09,PRIME,2420,,True,2023-06-10
7A603DED-34C,75401893639,Eloah Martins,1961-01-18,PJ_MEDIO,7291,29095.55,False,2018-07-12
E3421634-99D,81976032512,Julia Cassiano,1962-07-18,PRIME,5537,52102.71,True,2021-03-16
